"CO_PROCEDIMENTO";"NO_PROCEDIMENTO";"TP_COMPLEXIDADE";"TP_SEXO";"QT_MAXIMA_EXECUCAO";"QT_DIAS_PERMANENCIA";"QT_PONTOS";"VL_IDADE_MINIMA";"VL_IDADE_MAXIMA";"VL_SH";"VL_SA";"VL_SP";"CO_FINANCIAMENTO";"CO_RUBRICA";"QT_TEMPO_PERMANENCIA";"DT_COMPETENCIA"
"0303060093";"TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES                                                                                                                                                         ";"2";"I";"0001";"0008";"0050";"0000";"1571";"0000017012";"0000000000";"0000003060";"06";"      ";"9999";"201806"
"0303060107";"TRATAMENTO DE CRISE HIPERTENSIVA                                                                                                                                                                                                                          ";"2";"I";"0001";"0003";"0050";"0000";"1571";"0000014780";"0000000000";"0000004187";"06";"      ";"9999";"201806"
"0303060115";"TRATAMENTO DE DOENCA REUMATICA C/ COMPROMETIMENTO CARDIACO                                                                                                                                                                                                ";"2";"I";"0001";"0006";"0050";"0000";"1571";"0000020252";"0000000000";"0000004883";"06";"      ";"9999";"201806"
"0303060123";"TRATAMENTO DE DOENCA REUMATICA S/ CARDITE                                                                                                                                                                                                                 ";"2";"I";"0001";"0005";"0050";"0036";"1571";"0000014819";"0000000000";"0000003925";"06";"      ";"9999";"201806"
"0303060131";"TRATAMENTO DE EDEMA AGUDO DE PULMAO                                                                                                                                                                                                                       ";"2";"I";"0001";"0006";"0050";"0000";"1571";"0000059853";"0000000000";"0000003650";"06";"      ";"9999";"201806"
"0303060140";"TRATAMENTO DE EMBOLIA PULMONAR                                                                                                                                                                                                                            ";"2";"I";"0001";"0010";"0050";"0000";"1571";"0000045338";"0000000000";"0000005940";"06";"      ";"9999";"201806"
"0303060158";"TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE VALVAR                                                                                                                                                                                                    ";"2";"I";"0001";"0017";"0050";"0156";"1571";"0000079401";"0000000000";"0000008599";"06";"      ";"9999";"201806"
"0303060166";"TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA                                                                                                                                                                                                    ";"2";"I";"0001";"0009";"0050";"0000";"1571";"0000079401";"0000000000";"0000008599";"06";"      ";"9999";"201806"
"0303060174";"TRATAMENTO DE HIPERTENSAO PULMONAR                                                                                                                                                                                                                        ";"2";"I";"0001";"0005";"0050";"0000";"1571";"0000045338";"0000000000";"0000005940";"06";"      ";"9999";"201806"
"0303060182";"TRATAMENTO DE HIPERTENSAO SECUNDARIA                                                                                                                                                                                                                      ";"2";"I";"0001";"0004";"0050";"0000";"1571";"0000013429";"0000000000";"0000003805";"06";"      ";"9999";"201806"
"0303060190";"TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO                                                                                                                                                                                                                  ";"2";"I";"0001";"0007";"0050";"0000";"1571";"0000047140";"0000000000";"0000011672";"06";"      ";"9999";"201806"
"0303060204";"TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA                                                                                                                                                                                                  ";"2";"I";"0001";"0005";"0050";"0000";"1571";"0000027105";"0000000000";"0000005063";"06";"      ";"9999";"201806"
"0303060212";"TRATAMENTO DE INSUFICIENCIA CARDIACA                                                                                                                                                                                                                      ";"2";"I";"0001";"0004";"0050";"0000";"1571";"0000065929";"0000000000";"0000004017";"06";"      ";"9999";"201806"
"0303060220";"TRATAMENTO DE LINFADENITES INESPECIFICAS                                                                                                                                                                                                                  ";"2";"I";"0001";"0004";"0050";"0012";"1571";"0000022462";"0000000000";"0000003656";"06";"      ";"9999";"201806"
"0303060239";"TRATAMENTO DE MIOCARDIOPATIAS                                                                                                                                                                                                                             ";"2";"I";"0001";"0006";"0050";"0000";"1571";"0000021284";"0000000000";"0000004971";"06";"      ";"9999";"201806"
"0303060247";"TRATAMENTO DE OUTRAS VASCULOPATIAS                                                                                                                                                                                                                        ";"2";"I";"0001";"0004";"0050";"0000";"1571";"0000017745";"0000000000";"0000004188";"06";"      ";"9999";"201806"
"0303060255";"TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO                                                                                                                                                                                                            ";"2";"I";"0001";"0005";"0050";"0012";"1571";"0000023172";"0000000000";"0000009471";"06";"      ";"9999";"201806"
"0303060263";"TRATAMENTO DE PE DIABETICO COMPLICADO                                                                                                                                                                                                                     ";"2";"I";"9999";"0005";"0050";"0144";"1571";"0000027105";"0000000000";"0000005063";"06";"      ";"9999";"201806"
"0303060271";"TRATAMENTO DE PERICARDITE                                                                                                                                                                                                                                 ";"2";"I";"0001";"0006";"0050";"0000";"1571";"0000016711";"0000000000";"0000004579";"06";"      ";"9999";"201806"
"0303060280";"TRATAMENTO DE SINDROME CORONARIANA AGUDA                                                                                                                                                                                                                  ";"2";"I";"0001";"0004";"0050";"0000";"1571";"0000026581";"0000000000";"0000005927";"06";"      ";"9999";"201806"
"0303060298";"TRATAMENTO DE TROMBOSE VENOSA PROFUNDA                                                                                                                                                                                                                    ";"2";"I";"0001";"0004";"0050";"0000";"1571";"0000027180";"0000000000";"0000005068";"06";"      ";"9999";"201806"
"0303060301";"TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA                                                                                                                                                                                                    ";"2";"I";"0001";"0004";"0050";"0144";"1571";"0000022462";"0000000000";"0000003656";"06";"      ";"9999";"201806"
"0303070013";"DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO)                                                                                                                                                                                         ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004950";"0000000000";"06";"      ";"9999";"201806"
"0303070021";"HEMOPERFUSAO                                                                                                                                                                                                                                              ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000009826";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0303070030";"REMOCAO MANUAL DE FECALOMA                                                                                                                                                                                                                                ";"1";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"01";"      ";"9999";"201806"
"0303070048";"RETIRADA DE CORPO ESTRANHO DO ESOFAGO                                                                                                                                                                                                                     ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004950";"0000000000";"06";"      ";"9999";"201806"
"0303070056";"RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO                                                                                                                                                                                                          ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004725";"0000000000";"06";"      ";"9999";"201806"
"0303070064";"TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO                                                                                                                                                                                                       ";"2";"I";"0001";"0003";"0080";"0000";"1571";"0000015984";"0000000000";"0000002622";"06";"      ";"9999";"201806"
"0303070072";"TRATAMENTO DE DOENCAS DO FIGADO                                                                                                                                                                                                                           ";"2";"I";"0001";"0008";"0080";"0000";"1571";"0000035669";"0000000000";"0000005970";"06";"      ";"9999";"201806"
"0303070080";"TRATAMENTO DE DOENCAS DO PERITONIO                                                                                                                                                                                                                        ";"2";"I";"0001";"0004";"0100";"0000";"1571";"0000020939";"0000000000";"0000004237";"06";"      ";"9999";"201806"
"0303070099";"TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS                                                                                                                                                                                                         ";"2";"I";"0001";"0006";"0100";"0000";"1571";"0000016710";"0000000000";"0000003705";"06";"      ";"9999";"201806"
"0303070102";"TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO                                                                                                                                                                                                        ";"2";"I";"0001";"0003";"0100";"0000";"1571";"0000029357";"0000000000";"0000005358";"06";"      ";"9999";"201806"
"0303070110";"TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO                                                                                                                                                                                                                 ";"2";"I";"0001";"0004";"0080";"0000";"1571";"0000016615";"0000000000";"0000002751";"06";"      ";"9999";"201806"
"0303070129";"TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS                                                                                                                                                                                                    ";"2";"I";"0001";"0005";"0080";"0000";"1571";"0000022843";"0000000000";"0000004195";"06";"      ";"9999";"201806"
"0303070137";"TRATAMENTO DE INTERCORRENCIA CLINICA PÓS-CIRURGIA BARIATRICA                                                                                                                                                                                              ";"3";"I";"0001";"0003";"0200";"0192";"1571";"0000027200";"0000000000";"0000005000";"04";"040024";"9999";"201806"
"0303080019";"CAUTERIZACAO QUIMICA DE PEQUENAS LESOES                                                                                                                                                                                                                   ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000148";"0000000000";"06";"      ";"9999";"201806"
"0303080027";"DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)                                                                                                                                                                                           ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000148";"0000000000";"06";"      ";"9999";"201806"
"0303080035";"ESFOLIACAO QUIMICA                                                                                                                                                                                                                                        ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000148";"0000000000";"06";"      ";"9999";"201806"
"0303080043";"TRATAMENTO DE AFECCOES BOLHOSAS                                                                                                                                                                                                                           ";"2";"I";"0001";"0005";"0100";"0000";"1571";"0000015293";"0000000000";"0000003323";"06";"      ";"9999";"201806"
"0303080051";"TRATAMENTO DE DERMATITES E ECZEMAS                                                                                                                                                                                                                        ";"2";"I";"0001";"0003";"0100";"0000";"0227";"0000019185";"0000000000";"0000003306";"06";"      ";"9999";"201806"
"0303080060";"TRATAMENTO DE ESTAFILOCOCCIAS                                                                                                                                                                                                                             ";"2";"I";"0001";"0004";"0100";"0000";"1571";"0000025166";"0000000000";"0000004096";"06";"      ";"9999";"201806"
"0303080078";"TRATAMENTO DE ESTREPTOCOCCIAS                                                                                                                                                                                                                             ";"2";"I";"0001";"0004";"0100";"0000";"1571";"0000025166";"0000000000";"0000004096";"06";"      ";"9999";"201806"
"0303080086";"TRATAMENTO DE FARMACODERMIAS                                                                                                                                                                                                                              ";"2";"I";"0001";"0005";"0100";"0000";"1571";"0000015293";"0000000000";"0000003323";"06";"      ";"9999";"201806"
"0303080094";"TRATAMENTO DE OUTRAS AFECCOES DA PELE E DO TECIDO SUBCUTANEO                                                                                                                                                                                              ";"2";"I";"0001";"0004";"0100";"0000";"1571";"0000014274";"0000000000";"0000003983";"06";"      ";"9999";"201806"
"0303080108";"FOTOTERAPIA (POR SESSAO)                                                                                                                                                                                                                                  ";"2";"I";"0013";"9999";"0000";"0010";"1571";"0000000000";"0000000400";"0000000000";"06";"      ";"9999";"201806"
"0303080116";"FOTOTERAPIA COM FOTOSSENSIBILIZAÇÃO (POR SESSAO)                                                                                                                                                                                                          ";"2";"I";"0013";"9999";"0000";"0010";"1571";"0000000000";"0000000800";"0000000000";"06";"      ";"9999";"201806"
"0303090014";"ARTROCENTESE DE GRANDES ARTICULACOES                                                                                                                                                                                                                      ";"2";"I";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000003069";"0000000000";"06";"      ";"9999";"201806"
"0303090022";"ARTROCENTESE DE PEQUENAS ARTICULACOES                                                                                                                                                                                                                     ";"2";"I";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0303090030";"INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)                                                                                                                                                                           ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000563";"0000000000";"06";"      ";"9999";"201806"
"0303090049";"INSTALACAO DE TRACAO CUTANEA                                                                                                                                                                                                                              ";"2";"I";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000001080";"06";"      ";"9999";"201806"
"0303090073";"REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR                                                                                                                                                                                                  ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002531";"0000000000";"06";"      ";"9999";"201806"
"0303090081";"REVISÃO COM IMOBILIZAÇÃO NÃO GESSADA EM LESÃO DA COLUNA VERTEBRAL                                                                                                                                                                                         ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001100";"0000000000";"06";"      ";"9999";"201806"
"0303090090";"REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR                                                                                                                                                                                                  ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002221";"0000000000";"06";"      ";"9999";"201806"
"0303090111";"REVISÃO COM TROCA DE APARELHO GESSADO EM LESÃO DA COLUNA VERTEBRAL                                                                                                                                                                                        ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002732";"0000000000";"06";"      ";"9999";"201806"
"0303090120";"TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZAÇÃO)                                                                                                                                                                                 ";"2";"I";"0001";"9999";"0050";"0000";"1571";"0000000000";"0000003659";"0000000000";"06";"      ";"9999";"201806"
"0303090138";"TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE                                                                                                                                                               ";"2";"I";"0001";"0002";"0060";"0000";"1571";"0000009836";"0000000000";"0000005937";"06";"      ";"9999";"201806"
"0303090146";"TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS                                                                                                                                                                                                             ";"2";"I";"0001";"9999";"0050";"0000";"1571";"0000000000";"0000001504";"0000000000";"06";"      ";"9999";"201806"
"0303090154";"TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA                                                                                                                                                                                               ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004068";"0000000000";"06";"      ";"9999";"201806"
"0303090162";"TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACÁRPICO                                                                                                                                                                                                     ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001785";"0000000000";"06";"      ";"9999";"201806"
"0303090170";"TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE                                                                                                                                                                                                        ";"2";"I";"0001";"9999";"0050";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0303090189";"TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO                                                                                                                                                                                                              ";"2";"I";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000001598";"0000000000";"06";"      ";"9999";"201806"
"0303090197";"TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS                                                                                                                                                                                                      ";"2";"I";"0001";"0008";"0060";"0000";"1571";"0000009770";"0000000000";"0000005897";"06";"      ";"9999";"201806"
"0303090200";"TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZAÇÃO                                                                                                                                                                                     ";"2";"I";"0004";"9999";"0000";"0000";"1571";"0000000000";"0000004193";"0000000000";"06";"      ";"9999";"201806"
"0303090219";"TRATAMENTO CONSERVADOR DE LESÃO DA COLUNA CERVICAL COM IMOBILIZAÇÃO                                                                                                                                                                                       ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004758";"0000000000";"06";"      ";"9999";"201806"
"0303090227";"TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZAÇÃO                                                                                                                                                                                     ";"2";"I";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000004163";"0000000000";"06";"      ";"9999";"201806"
"0303090235";"TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE                                                                                                                                                                                    ";"2";"I";"0001";"0004";"0060";"0000";"1571";"0000016863";"0000003909";"0000003662";"06";"      ";"9999";"201806"
"0303090243";"TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO                                                                                                                                                                              ";"2";"I";"9999";"9999";"0060";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0303090251";"TRATAMENTO CONSERVADOR DE LESÃO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZAÇÃO                                                                                                                                                                             ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004758";"0000000000";"06";"      ";"9999";"201806"
"0303090260";"TRATAMENTO CONSERVADOR DE LESÃO DE MECANISMO EXTENSOR DOS DEDOS                                                                                                                                                                                           ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001785";"0000000000";"06";"      ";"9999";"201806"
"0303090286";"TRATAMENTO CONSERVADOR DE LESÃO LIGAMENTAR EM MEMBRO COM IMOBILIZAÇÃO                                                                                                                                                                                     ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003520";"0000000000";"06";"      ";"9999";"201806"
"0303090294";"TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS                                                                                                                                                                                                ";"2";"I";"9999";"9999";"0100";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0303090316";"TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS                                                                                                                                                                                                              ";"2";"I";"0001";"0005";"0100";"0000";"1571";"0000015708";"0000000000";"0000003362";"06";"      ";"9999";"201806"
"0303100010";"TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO                                                                                                                                                                                    ";"2";"F";"0001";"0005";"0100";"0108";"0731";"0000013189";"0000000000";"0000002241";"06";"      ";"9999";"201806"
"0303100028";"TRATAMENTO DE ECLAMPSIA                                                                                                                                                                                                                                   ";"2";"F";"0001";"0003";"0327";"0108";"0731";"0000009701";"0000000000";"0000002698";"06";"      ";"9999";"201806"
"0303100036";"TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO                                                                                                                                                                ";"2";"F";"0001";"0003";"0150";"0108";"0731";"0000009701";"0000000000";"0000002698";"06";"      ";"9999";"201806"
"0303100044";"TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ                                                                                                                                                                                                        ";"2";"F";"0001";"0003";"0400";"0108";"0731";"0000008525";"0000000000";"0000002399";"06";"      ";"9999";"201806"
"0303100052";"TRATAMENTO DE MOLA HIDATIFORME                                                                                                                                                                                                                            ";"2";"F";"0001";"0003";"0150";"0108";"0731";"0000005167";"0000000000";"0000001719";"06";"      ";"9999";"201806"
"0303110015";"TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR                                                                                                                                                                            ";"2";"I";"0001";"0005";"0120";"0000";"0227";"0000013017";"0000000000";"0000003228";"06";"      ";"9999";"201806"
"0303110023";"TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE                                                                                                                                                                                    ";"2";"I";"0001";"0006";"0120";"0000";"0227";"0000022854";"0000000000";"0000005403";"06";"      ";"9999";"201806"
"0303110031";"TRATAMENTO DE ESPINHA BIFIDA                                                                                                                                                                                                                              ";"2";"N";"0001";"0008";"0120";"0000";"0203";"0000025368";"0000000000";"0000008128";"06";"      ";"9999";"201806"
"0303110040";"TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO                                                                                                                                                                                            ";"2";"I";"0001";"0004";"0120";"0000";"1571";"0000057877";"0000000000";"0000004764";"06";"      ";"9999";"201806"
"0303110058";"TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA                                                                                                                                                                                                            ";"2";"I";"0001";"0006";"0120";"0000";"0227";"0000026948";"0000000000";"0000013491";"06";"      ";"9999";"201806"
"0303110066";"TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO                                                                                                                                                                                                ";"2";"I";"0001";"0004";"0080";"0000";"1571";"0000022917";"0000000000";"0000005679";"06";"      ";"9999";"201806"
"0303110074";"TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS                                                                                                                                                                                                 ";"2";"I";"0001";"0006";"0120";"0000";"0227";"0000018063";"0000000000";"0000005013";"06";"      ";"9999";"201806"
"0303110082";"TRATAMENTO DE NEUROFIBROMATOSE                                                                                                                                                                                                                            ";"2";"I";"0001";"0006";"0100";"0000";"1571";"0000015934";"0000000000";"0000004468";"06";"      ";"9999";"201806"
"0303110090";"TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO                                                                                                                                                                                              ";"2";"I";"0001";"0006";"0120";"0000";"0227";"0000025368";"0000000000";"0000008128";"06";"      ";"9999";"201806"
"0303110104";"TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS                                                                                                                                                                                                              ";"2";"I";"0001";"0004";"0120";"0000";"0227";"0000015576";"0000000000";"0000003385";"06";"      ";"9999";"201806"
"0303110112";"TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO                                                                                                                                                                                        ";"2";"I";"0001";"0006";"0120";"0000";"0227";"0000028043";"0000000000";"0000008631";"06";"      ";"9999";"201806"
"0303120037";"TRATAMENTO DE HIPERTIROIDISMO                                                                                                                                                                                                                             ";"2";"I";"9999";"9999";"0250";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0303120045";"TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)                                                                                                                                                                                             ";"2";"I";"9999";"9999";"0400";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0303120053";"TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM RADIOISÓTOPO (POR TRATAMENTO-EXCETO CÂNCER DE TIREOIDE)                                                                                                                                                             ";"3";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000046838";"0000000000";"06";"      ";"9999";"201806"
"0303120061";"TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)                                                                                                                                                                                                     ";"3";"I";"9999";"9999";"0000";"0000";"1571";"0000044370";"0000044370";"0000000000";"06";"      ";"9999";"201806"
"0303120070";"TRATAMENTO DE HIPERTIREOIDISMO GRAVES                                                                                                                                                                                                                     ";"3";"I";"9999";"9999";"0000";"0000";"1571";"0000035970";"0000035970";"0000000000";"06";"      ";"9999";"201806"
"0303130016";"ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS                                                                                                                                                                                  ";"2";"I";"0045";"9999";"0080";"0000";"1571";"0000006088";"0000000000";"0000000559";"06";"      ";"9999";"201806"
"0303130024";"ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES                                                                                                                                                                         ";"2";"I";"0045";"9999";"0080";"0000";"1571";"0000006916";"0000000000";"0000000559";"06";"      ";"9999";"201806"
"0303130032";"ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS                                                                                                                                                                            ";"2";"I";"0045";"9999";"0080";"0000";"1571";"0000006813";"0000000000";"0000000559";"06";"      ";"9999";"201806"
"0303130040";"TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES DECORRENTES DA AIDS                                                                                                                                                                      ";"2";"I";"0045";"9999";"0080";"0000";"1571";"0000011808";"0000000000";"0000000575";"06";"      ";"9999";"201806"
"0303130059";"TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS                                                                                                                                                                             ";"2";"I";"0045";"9999";"0080";"0000";"1571";"0000006502";"0000000000";"0000000559";"06";"      ";"9999";"201806"
"0303130067";"TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS                                                                                                                                                                              ";"2";"I";"0045";"9999";"0100";"0000";"1571";"0000006606";"0000000000";"0000000559";"06";"      ";"9999";"201806"
"0303130075";"TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNTIVO                                                                                                                                                   ";"2";"I";"0045";"9999";"0080";"0000";"1571";"0000006295";"0000000000";"0000000559";"06";"      ";"9999";"201806"
"0303130083";"TRATAMENTO DE PACIENTES SOB CUIDADOS PROLONGADOS EM HANSENIASE                                                                                                                                                                                            ";"2";"I";"0045";"9999";"0080";"0000";"1571";"0000002363";"0000000000";"0000000506";"06";"      ";"9999";"201806"
"0303140011";"LAVAGEM NASAL PELO METODO DE PROETZ (POR SESSAO)                                                                                                                                                                                                          ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000144";"0000000000";"06";"      ";"9999";"201806"
"0303140020";"TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES                                                                                                                                                                                                ";"2";"I";"0001";"0004";"0080";"0000";"1571";"0000038484";"0000000000";"0000004784";"06";"      ";"9999";"201806"
"0303140038";"TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES                                                                                                                                                                               ";"2";"I";"0001";"0007";"0080";"0000";"1571";"0000041149";"0000000000";"0000006992";"06";"      ";"9999";"201806"
"0303140046";"TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES                                                                                                                                                                                                ";"2";"I";"0001";"0003";"0080";"0000";"1571";"0000045348";"0000000000";"0000002571";"06";"      ";"9999";"201806"
"0303140054";"TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS                                                                                                                                                                                               ";"2";"I";"0001";"0003";"0080";"0000";"1571";"0000032702";"0000000000";"0000003133";"06";"      ";"9999";"201806"
"0303140062";"TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE)                                                                                                                                                                                       ";"2";"I";"0001";"0004";"0080";"0096";"1571";"0000058900";"0000000000";"0000003426";"06";"      ";"9999";"201806"
"0303140070";"TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE                                                                                                                                                                                                ";"2";"I";"0001";"0001";"0120";"0000";"1571";"0000012416";"0000000000";"0000002355";"06";"      ";"9999";"201806"
"0303140089";"TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO                                                                                                                                                                               ";"2";"I";"0001";"0004";"0080";"0000";"1571";"0000042215";"0000000000";"0000002672";"06";"      ";"9999";"201806"
"0303140097";"TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATORIAS                                                                                                                                                                                                          ";"2";"I";"0001";"0002";"0120";"0000";"1571";"0000014848";"0000000000";"0000002386";"06";"      ";"9999";"201806"
"0303140100";"TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES                                                                                                                                                                                                 ";"2";"I";"0001";"0002";"0080";"0000";"1571";"0000015297";"0000000000";"0000002410";"06";"      ";"9999";"201806"
"0303140119";"TRATAMENTO DE OUTRAS DOENCAS DA PLEURA                                                                                                                                                                                                                    ";"2";"I";"0001";"0002";"0080";"0000";"1571";"0000035219";"0000001184";"0000005569";"06";"      ";"9999";"201806"
"0303140127";"TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES                                                                                                                                                                                                   ";"2";"I";"0001";"0003";"0080";"0000";"1571";"0000015912";"0000000000";"0000002671";"06";"      ";"9999";"201806"
"0303140135";"TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO                                                                                                                                                                                                     ";"2";"I";"0001";"0004";"0080";"0000";"1571";"0000045147";"0000000000";"0000002940";"06";"      ";"9999";"201806"
