CO_PROCEDIMENTO,NO_PROCEDIMENTO,TB_COMPLEXIDADE,TP_SEXO,QT_MAXIMA_EXECUCAO,QT_DIAS_PERMANENCIA,QT_PONTOS,VL_IDADE_MINIMA,VL_IDADE_MAXIMA,VL_SH,VL_SA,VL_SP,CO_FINANCIAMENTO,CO_RUBRICA,QT_TEMPO_PERMANENCIA,DT_COMPETENCIA
0303070030,REMOCAO MANUAL DE FECALOMA                                                                                                                                                                                                                                ,1,I,9999,9999,0000,0000,1571000000,0000000000,0000000000,00,0001  ,    ,999920,1806
0303070048,RETIRADA DE CORPO ESTRANHO DO ESOFAGO                                                                                                                                                                                                                     ,2,I,9999,9999,0000,0000,1571000000,0000000000,4950000000,00,0006  ,    ,999920,1806
0303070056,RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO                                                                                                                                                                                                          ,2,I,9999,9999,0000,0000,1571000000,0000000000,4725000000,00,0006  ,    ,999920,1806
0303070064,TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO                                                                                                                                                                                                       ,2,I,0001,0003,0080,0000,1571000001,5984000000,0000000000,26,2206  ,    ,999920,1806
0303070072,TRATAMENTO DE DOENCAS DO FIGADO                                                                                                                                                                                                                           ,2,I,0001,0008,0080,0000,1571000003,5669000000,0000000000,59,7006  ,    ,999920,1806
0303070080,TRATAMENTO DE DOENCAS DO PERITONIO                                                                                                                                                                                                                        ,2,I,0001,0004,0100,0000,1571000002,0939000000,0000000000,42,3706  ,    ,999920,1806
0303070099,TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS                                                                                                                                                                                                         ,2,I,0001,0006,0100,0000,1571000001,6710000000,0000000000,37,0506  ,    ,999920,1806
0303070102,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO                                                                                                                                                                                                        ,2,I,0001,0003,0100,0000,1571000002,9357000000,0000000000,53,5806  ,    ,999920,1806
0303070110,TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO                                                                                                                                                                                                                 ,2,I,0001,0004,0080,0000,1571000001,6615000000,0000000000,27,5106  ,    ,999920,1806
0303070129,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS                                                                                                                                                                                                    ,2,I,0001,0005,0080,0000,1571000002,2843000000,0000000000,41,9506  ,    ,999920,1806
0303070137,TRATAMENTO DE INTERCORRENCIA CLINICA PÓS-CIRURGIA BARIATRICA                                                                                                                                                                                              ,3,I,0001,0003,0200,0192,1571000002,7200000000,0000000000,50,000404,0024,999920,1806
0303080019,CAUTERIZACAO QUIMICA DE PEQUENAS LESOES                                                                                                                                                                                                                   ,2,I,9999,9999,0000,0000,1571000000,0000000000,0148000000,00,0006  ,    ,999920,1806
0303080027,DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)                                                                                                                                                                                           ,2,I,9999,9999,0000,0000,1571000000,0000000000,0148000000,00,0006  ,    ,999920,1806
0303080035,ESFOLIACAO QUIMICA                                                                                                                                                                                                                                        ,2,I,9999,9999,0000,0000,1571000000,0000000000,0148000000,00,0006  ,    ,999920,1806
0303080043,TRATAMENTO DE AFECCOES BOLHOSAS                                                                                                                                                                                                                           ,2,I,0001,0005,0100,0000,1571000001,5293000000,0000000000,33,2306  ,    ,999920,1806
0303080051,TRATAMENTO DE DERMATITES E ECZEMAS                                                                                                                                                                                                                        ,2,I,0001,0003,0100,0000,0227000001,9185000000,0000000000,33,0606  ,    ,999920,1806
0303080060,TRATAMENTO DE ESTAFILOCOCCIAS                                                                                                                                                                                                                             ,2,I,0001,0004,0100,0000,1571000002,5166000000,0000000000,40,9606  ,    ,999920,1806
0303080078,TRATAMENTO DE ESTREPTOCOCCIAS                                                                                                                                                                                                                             ,2,I,0001,0004,0100,0000,1571000002,5166000000,0000000000,40,9606  ,    ,999920,1806
0303080086,TRATAMENTO DE FARMACODERMIAS                                                                                                                                                                                                                              ,2,I,0001,0005,0100,0000,1571000001,5293000000,0000000000,33,2306  ,    ,999920,1806
0303080094,TRATAMENTO DE OUTRAS AFECCOES DA PELE E DO TECIDO SUBCUTANEO                                                                                                                                                                                              ,2,I,0001,0004,0100,0000,1571000001,4274000000,0000000000,39,8306  ,    ,999920,1806
0303080108,FOTOTERAPIA (POR SESSAO)                                                                                                                                                                                                                                  ,2,I,0013,9999,0000,0010,1571000000,0000000000,0400000000,00,0006  ,    ,999920,1806
0303080116,FOTOTERAPIA COM FOTOSSENSIBILIZAÇÃO (POR SESSAO)                                                                                                                                                                                                          ,2,I,0013,9999,0000,0010,1571000000,0000000000,0800000000,00,0006  ,    ,999920,1806
0303090014,ARTROCENTESE DE GRANDES ARTICULACOES                                                                                                                                                                                                                      ,2,I,0001,9999,0000,0000,1571000000,0000000000,3069000000,00,0006  ,    ,999920,1806
0303090022,ARTROCENTESE DE PEQUENAS ARTICULACOES                                                                                                                                                                                                                     ,2,I,0001,9999,0000,0000,1571000000,0000000000,0000000000,00,0006  ,    ,999920,1806
0303090030,"INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)                                                                                                                                                                           ",2,I,9999,9999,0000,0000,1571000000,0000000000,0563000000,00,0006  ,    ,999920,1806
0303090049,INSTALACAO DE TRACAO CUTANEA                                                                                                                                                                                                                              ,2,I,0001,9999,0000,0000,1571000000,0000000000,0000000000,10,8006  ,    ,999920,1806
0303090073,REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR                                                                                                                                                                                                  ,2,I,9999,9999,0000,0000,1571000000,0000000000,2531000000,00,0006  ,    ,999920,1806
0303090081,REVISÃO COM IMOBILIZAÇÃO NÃO GESSADA EM LESÃO DA COLUNA VERTEBRAL                                                                                                                                                                                         ,2,I,9999,9999,0000,0000,1571000000,0000000000,1100000000,00,0006  ,    ,999920,1806
0303090090,REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR                                                                                                                                                                                                  ,2,I,9999,9999,0000,0000,1571000000,0000000000,2221000000,00,0006  ,    ,999920,1806
0303090111,REVISÃO COM TROCA DE APARELHO GESSADO EM LESÃO DA COLUNA VERTEBRAL                                                                                                                                                                                        ,2,I,9999,9999,0000,0000,1571000000,0000000000,2732000000,00,0006  ,    ,999920,1806
0303090120,TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZAÇÃO)                                                                                                                                                                                 ,2,I,0001,9999,0050,0000,1571000000,0000000000,3659000000,00,0006  ,    ,999920,1806
0303090138,TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE                                                                                                                                                               ,2,I,0001,0002,0060,0000,1571000000,9836000000,0000000000,59,3706  ,    ,999920,1806
0303090146,TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS                                                                                                                                                                                                             ,2,I,0001,9999,0050,0000,1571000000,0000000000,1504000000,00,0006  ,    ,999920,1806
0303090154,TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA                                                                                                                                                                                               ,2,I,9999,9999,0000,0000,1571000000,0000000000,4068000000,00,0006  ,    ,999920,1806
0303090162,TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACÁRPICO                                                                                                                                                                                                     ,2,I,9999,9999,0000,0000,1571000000,0000000000,1785000000,00,0006  ,    ,999920,1806
0303090170,TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE                                                                                                                                                                                                        ,2,I,0001,9999,0050,0000,1571000000,0000000000,0000000000,00,0006  ,    ,999920,1806
0303090189,TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO                                                                                                                                                                                                              ,2,I,0001,9999,0000,0000,1571000000,0000000000,1598000000,00,0006  ,    ,999920,1806
0303090197,TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS                                                                                                                                                                                                      ,2,I,0001,0008,0060,0000,1571000000,9770000000,0000000000,58,9706  ,    ,999920,1806
0303090200,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZAÇÃO                                                                                                                                                                                     ,2,I,0004,9999,0000,0000,1571000000,0000000000,4193000000,00,0006  ,    ,999920,1806
0303090219,TRATAMENTO CONSERVADOR DE LESÃO DA COLUNA CERVICAL COM IMOBILIZAÇÃO                                                                                                                                                                                       ,2,I,9999,9999,0000,0000,1571000000,0000000000,4758000000,00,0006  ,    ,999920,1806
0303090227,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZAÇÃO                                                                                                                                                                                     ,2,I,0001,9999,0000,0000,1571000000,0000000000,4163000000,00,0006  ,    ,999920,1806
0303090235,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE                                                                                                                                                                                    ,2,I,0001,0004,0060,0000,1571000001,6863000000,3909000000,36,6206  ,    ,999920,1806
0303090243,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO                                                                                                                                                                              ,2,I,9999,9999,0060,0000,1571000000,0000000000,0000000000,00,0006  ,    ,999920,1806
0303090251,TRATAMENTO CONSERVADOR DE LESÃO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZAÇÃO                                                                                                                                                                             ,2,I,9999,9999,0000,0000,1571000000,0000000000,4758000000,00,0006  ,    ,999920,1806
0303090260,TRATAMENTO CONSERVADOR DE LESÃO DE MECANISMO EXTENSOR DOS DEDOS                                                                                                                                                                                           ,2,I,9999,9999,0000,0000,1571000000,0000000000,1785000000,00,0006  ,    ,999920,1806
0303090286,TRATAMENTO CONSERVADOR DE LESÃO LIGAMENTAR EM MEMBRO COM IMOBILIZAÇÃO                                                                                                                                                                                     ,2,I,9999,9999,0000,0000,1571000000,0000000000,3520000000,00,0006  ,    ,999920,1806
0303090294,TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS                                                                                                                                                                                                ,2,I,9999,9999,0100,0000,1571000000,0000000000,0000000000,00,0006  ,    ,999920,1806
0303090316,TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS                                                                                                                                                                                                              ,2,I,0001,0005,0100,0000,1571000001,5708000000,0000000000,33,6206  ,    ,999920,1806
0303100010,TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO                                                                                                                                                                                    ,2,F,0001,0005,0100,0108,0731000001,3189000000,0000000000,22,4106  ,    ,999920,1806
0303100028,TRATAMENTO DE ECLAMPSIA                                                                                                                                                                                                                                   ,2,F,0001,0003,0327,0108,0731000000,9701000000,0000000000,26,9806  ,    ,999920,1806
0303100036,"TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO                                                                                                                                                                ",2,F,0001,0003,0150,0108,0731000000,9701000000,0000000000,26,9806  ,    ,999920,1806
0303100044,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ                                                                                                                                                                                                        ,2,F,0001,0003,0400,0108,0731000000,8525000000,0000000000,23,9906  ,    ,999920,1806
0303100052,TRATAMENTO DE MOLA HIDATIFORME                                                                                                                                                                                                                            ,2,F,0001,0003,0150,0108,0731000000,5167000000,0000000000,17,1906  ,    ,999920,1806
0303110015,TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR                                                                                                                                                                            ,2,I,0001,0005,0120,0000,0227000001,3017000000,0000000000,32,2806  ,    ,999920,1806
0303110023,TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE                                                                                                                                                                                    ,2,I,0001,0006,0120,0000,0227000002,2854000000,0000000000,54,0306  ,    ,999920,1806
0303110031,TRATAMENTO DE ESPINHA BIFIDA                                                                                                                                                                                                                              ,2,N,0001,0008,0120,0000,0203000002,5368000000,0000000000,81,2806  ,    ,999920,1806
0303110040,TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO                                                                                                                                                                                            ,2,I,0001,0004,0120,0000,1571000005,7877000000,0000000000,47,6406  ,    ,999920,1806
0303110058,TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA                                                                                                                                                                                                            ,2,I,0001,0006,0120,0000,0227000002,6948000000,0000000001,34,9106  ,    ,999920,1806
0303110066,TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO                                                                                                                                                                                                ,2,I,0001,0004,0080,0000,1571000002,2917000000,0000000000,56,7906  ,    ,999920,1806
0303110074,TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS                                                                                                                                                                                                 ,2,I,0001,0006,0120,0000,0227000001,8063000000,0000000000,50,1306  ,    ,999920,1806
0303110082,TRATAMENTO DE NEUROFIBROMATOSE                                                                                                                                                                                                                            ,2,I,0001,0006,0100,0000,1571000001,5934000000,0000000000,44,6806  ,    ,999920,1806
0303110090,TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO                                                                                                                                                                                              ,2,I,0001,0006,0120,0000,0227000002,5368000000,0000000000,81,2806  ,    ,999920,1806
0303110104,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS                                                                                                                                                                                                              ,2,I,0001,0004,0120,0000,0227000001,5576000000,0000000000,33,8506  ,    ,999920,1806
0303110112,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO                                                                                                                                                                                        ,2,I,0001,0006,0120,0000,0227000002,8043000000,0000000000,86,3106  ,    ,999920,1806
0303120037,TRATAMENTO DE HIPERTIROIDISMO                                                                                                                                                                                                                             ,2,I,9999,9999,0250,0000,1571000000,0000000000,0000000000,00,0006  ,    ,999920,1806
0303120045,TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)                                                                                                                                                                                             ,2,I,9999,9999,0400,0000,1571000000,0000000000,0000000000,00,0006  ,    ,999920,1806
0303120053,TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM RADIOISÓTOPO (POR TRATAMENTO-EXCETO CÂNCER DE TIREOIDE)                                                                                                                                                             ,3,I,9999,9999,0000,0000,1571000000,0000000004,6838000000,00,0006  ,    ,999920,1806
0303120061,TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)                                                                                                                                                                                                     ,3,I,9999,9999,0000,0000,1571000004,4370000004,4370000000,00,0006  ,    ,999920,1806
0303120070,TRATAMENTO DE HIPERTIREOIDISMO GRAVES                                                                                                                                                                                                                     ,3,I,9999,9999,0000,0000,1571000003,5970000003,5970000000,00,0006  ,    ,999920,1806
0303130016,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS                                                                                                                                                                                  ,2,I,0045,9999,0080,0000,1571000000,6088000000,0000000000,05,5906  ,    ,999920,1806
0303130024,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES                                                                                                                                                                         ,2,I,0045,9999,0080,0000,1571000000,6916000000,0000000000,05,5906  ,    ,999920,1806
0303130032,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS                                                                                                                                                                            ,2,I,0045,9999,0080,0000,1571000000,6813000000,0000000000,05,5906  ,    ,999920,1806
0303130040,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES DECORRENTES DA AIDS                                                                                                                                                                      ,2,I,0045,9999,0080,0000,1571000001,1808000000,0000000000,05,7506  ,    ,999920,1806
0303130059,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS                                                                                                                                                                             ,2,I,0045,9999,0080,0000,1571000000,6502000000,0000000000,05,5906  ,    ,999920,1806
0303130067,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS                                                                                                                                                                              ,2,I,0045,9999,0100,0000,1571000000,6606000000,0000000000,05,5906  ,    ,999920,1806
0303130075,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNTIVO                                                                                                                                                   ,2,I,0045,9999,0080,0000,1571000000,6295000000,0000000000,05,5906  ,    ,999920,1806
0303130083,TRATAMENTO DE PACIENTES SOB CUIDADOS PROLONGADOS EM HANSENIASE                                                                                                                                                                                            ,2,I,0045,9999,0080,0000,1571000000,2363000000,0000000000,05,0606  ,    ,999920,1806
0303140011,LAVAGEM NASAL PELO METODO DE PROETZ (POR SESSAO)                                                                                                                                                                                                          ,2,I,9999,9999,0000,0000,1571000000,0000000000,0144000000,00,0006  ,    ,999920,1806
0303140020,TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES                                                                                                                                                                                                ,2,I,0001,0004,0080,0000,1571000003,8484000000,0000000000,47,8406  ,    ,999920,1806
0303140038,TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES                                                                                                                                                                               ,2,I,0001,0007,0080,0000,1571000004,1149000000,0000000000,69,9206  ,    ,999920,1806
0303140046,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES                                                                                                                                                                                                ,2,I,0001,0003,0080,0000,1571000004,5348000000,0000000000,25,7106  ,    ,999920,1806
0303140054,TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS                                                                                                                                                                                               ,2,I,0001,0003,0080,0000,1571000003,2702000000,0000000000,31,3306  ,    ,999920,1806
0303140062,TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE)                                                                                                                                                                                       ,2,I,0001,0004,0080,0096,1571000005,8900000000,0000000000,34,2606  ,    ,999920,1806
0303140070,TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE                                                                                                                                                                                                ,2,I,0001,0001,0120,0000,1571000001,2416000000,0000000000,23,5506  ,    ,999920,1806
0303140089,TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO                                                                                                                                                                               ,2,I,0001,0004,0080,0000,1571000004,2215000000,0000000000,26,7206  ,    ,999920,1806
0303140097,TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATORIAS                                                                                                                                                                                                          ,2,I,0001,0002,0120,0000,1571000001,4848000000,0000000000,23,8606  ,    ,999920,1806
0303140100,TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES                                                                                                                                                                                                 ,2,I,0001,0002,0080,0000,1571000001,5297000000,0000000000,24,1006  ,    ,999920,1806
0303140119,TRATAMENTO DE OUTRAS DOENCAS DA PLEURA                                                                                                                                                                                                                    ,2,I,0001,0002,0080,0000,1571000003,5219000000,1184000000,55,6906  ,    ,999920,1806
0303140127,TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES                                                                                                                                                                                                   ,2,I,0001,0003,0080,0000,1571000001,5912000000,0000000000,26,7106  ,    ,999920,1806
0303140135,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO                                                                                                                                                                                                     ,2,I,0001,0004,0080,0000,1571000004,5147000000,0000000000,29,4006  ,    ,999920,1806
0303140143,TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES                                                                                                                                                                                          ,2,I,0001,0003,0080,0000,1571000001,6062000000,0000000000,26,5106  ,    ,999920,1806
0303140151,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)                                                                                                                                                                                                             ,2,I,0001,0004,0080,0000,1571000005,0407000000,0000000000,78,3506  ,    ,999920,1806
0303150017,TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS                                                                                                                                                                                                      ,2,M,0001,0003,0100,0144,1571000000,5310000000,0000000000,14,2106  ,    ,999920,1806
0303150025,TRATAMENTO DE DOENCAS GLOMERULARES                                                                                                                                                                                                                        ,2,I,0001,0004,0080,0024,1571000002,7812000000,0000000000,53,4206  ,    ,999920,1806
0303150033,TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS                                                                                                                                                                                         ,2,F,0001,0003,0100,0144,1571000001,7165000000,0000000000,27,1606  ,    ,999920,1806
0303150041,TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS                                                                                                                                                                                                         ,2,I,0001,0005,0100,0000,1571000002,9428000000,0000000000,53,6706  ,    ,999920,1806
0303150050,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO                                                                                                                                                                                                         ,2,I,0001,0002,0080,0000,1571000001,8800000000,0000000000,30,6806  ,    ,999920,1806
0303150068,TRATAMENTO DE OUTROS TRANSTORNOS DO RIM E DO URETER                                                                                                                                                                                                       ,2,I,0001,0004,0080,0000,1571000002,1876000000,0000000000,54,2106  ,    ,999920,1806
0303160012,TRATAMENTO DE ENTERITE NECROSANTE DO FETO E DO RECEM-NASCIDO                                                                                                                                                                                              ,2,I,0001,0005,0100,0000,0001000001,3126000000,0000000000,34,8206  ,    ,999920,1806
0303160020,TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL                                                                                                                                                                                                  ,2,I,0001,0004,0120,0000,0001000001,9146000000,0000000000,33,5106  ,    ,999920,1806
0303160039,TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL                                                                                                                                                                                          ,2,I,0001,0004,0120,0000,0001000002,2375000000,0000000000,38,7906  ,    ,999920,1806
0303160047,TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO                                                                                                                                                                         ,2,I,0001,0004,0120,0000,0023000002,2375000000,0000000000,38,7906  ,    ,999920,1806
0303160055,TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL                                                                                                                                                                  ,2,I,0001,0010,0150,0000,0001000007,0536000000,0000000000,72,6606  ,    ,999920,1806
0303160063,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL                                                                                                                                                                ,2,I,0001,0008,0120,0000,0001000004,3431000000,0000000000,48,1406  ,    ,999920,1806
0303160071,TRATAMENTO DE TRAUMATISMO DE PARTO NO NEONATO                                                                                                                                                                                                             ,2,I,0001,0004,0120,0000,0001000001,3830000000,0000000000,32,0506  ,    ,999920,1806
0303170093,TRATAMENTO EM PSIQUIATRIA (POR DIA)                                                                                                                                                                                                                       ,2,I,0045,9999,0050,0144,1571000000,2512000000,0000000000,01,7906  ,    ,999920,1806
0303170107,TRATAMENTO EM PSIQUIATRIA EM HOSPITAL DIA                                                                                                                                                                                                                 ,2,I,0031,9999,0050,0036,1571000000,3658000000,0000000000,03,3006  ,    ,999920,1806
0303170131,TRATAMENTO CLÍNICO EM SAÚDE MENTAL EM SITUAÇÃO DE RISCO ELEVADO DE SUICÍDIO.                                                                                                                                                                              ,2,I,0030,9999,0050,0048,1571000000,4978000000,0000000000,07,2206  ,    ,999920,1806
0303170140,TRATAMENTO CLÍNICO PARA CONTENÇÃO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO                                                                                                                                                                          ,2,I,0030,9999,0050,0048,1571000000,4978000000,0000000000,07,2206  ,    ,999920,1806
0303170158,"TRATAMENTO CLÍNICO PARA AVALIAÇÃO DIAGNÓSTICA E ADEQUAÇÃO TERAPÊUTICA, INCLUINDO NECESSIDADES DE SAÚDE DECORRENTES DO USO DE ÁLCOOL E OUTRAS DROGAS                                                                                                       ",2,I,0030,9999,0050,0048,1571000000,4978000000,0000000000,07,2206  ,    ,999920,1806
0303170166,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ÁLCOOL                                                                                                                                                                       ,2,I,0030,9999,0050,0048,1571000000,4978000000,0000000000,07,2206  ,    ,999920,1806
0303170174,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE CRACK.                                                                                                                                                                     ,2,I,0030,9999,0050,0048,1571000000,4978000000,0000000000,07,2206  ,    ,999920,1806
0303170182,TRATAMENTO CLÍNICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OUTRAS SUBSTÂNCIAS PSICOATIVAS                                                                                                                          ,2,I,0030,9999,0050,0048,1571000000,4978000000,0000000000,07,2206  ,    ,999920,1806
0303170190,TRATAMENTO EM PSIQUIATRIA DE CURTA PERMANENCIA POR DIA (PERMANENCIA ATÉ 90 DIAS)                                                                                                                                                                          ,2,I,0090,9999,0050,0144,1571000000,2512000000,0000000000,01,7906  ,    ,999920,1806
0303170204,TRATAMENTO EM PSIQUIATRIA POR DIA (COM DURAÇÃO SUPERIOR A 90 DIAS DE INTERNAÇÃO OU REINTERNAÇÃO ANTES DE 30 DIAS)                                                                                                                                         ,2,I,0090,9999,0050,0144,1571000000,2512000000,0000000000,01,7906  ,    ,999920,1806
0303180013,TRATAMENTO DE AFECÇÕES ASSOCIADAS AO HIV/AIDS                                                                                                                                                                                                             ,3,I,0001,9999,0000,0000,1571000000,0000000000,0000000000,00,0006  ,    ,999920,1806
0303180030,TRATAMENTO DE AFECÇÕES DO APARELHO DIGESTIVO EM HIV/AIDS                                                                                                                                                                                                  ,3,I,0001,0005,0050,0000,1571000002,5025000000,0000000000,43,3406  ,    ,999920,1806
0303180048,TRATAMENTO DE AFECÇÕES DO SISTEMA NERVOSO EM HIV/AIDS                                                                                                                                                                                                     ,3,I,0001,0010,0050,0000,1571000005,2613000000,0000000000,80,5606  ,    ,999920,1806
0303180056,TRATAMENTO DE AFECÇÕES DO SISTEMA RESPIRATÓRIO EM HIV/AIDS                                                                                                                                                                                                ,3,I,0001,0010,0050,0000,1571000005,0002000000,0000000000,73,2306  ,    ,999920,1806
0303180064,TRATAMENTO DE DOENÇAS DISSEMINADAS EM AIDS                                                                                                                                                                                                                ,3,I,0001,0020,0050,0000,1571000004,5580000000,0000000000,51,2706  ,    ,999920,1806
0303180072,TRATAMENTO DE HIV / AIDS                                                                                                                                                                                                                                  ,3,I,0031,9999,0050,0000,1571000000,2040000000,0000000000,03,0506  ,    ,999920,1806
0303190019,TRATAMENTO EM REABILITACAO                                                                                                                                                                                                                                ,2,I,0045,9999,0050,0000,1571000000,3731000000,0000000000,05,7306  ,    ,999920,1806
0304010014,BETATERAPIA DÉRMICA (POR CAMPO)                                                                                                                                                                                                                           ,3,I,0030,9999,0000,0000,1571000000,0000000000,0627000000,00,0006  ,    ,999920,1806
0304010022,BETATERAPIA OFTÁLMICA (POR CAMPO)                                                                                                                                                                                                                         ,3,I,0005,9999,0000,0228,1571000000,0000000000,2300000000,00,0006  ,    ,999920,1806
0304010030,BETATERAPIA PARA PROFILAXIA DE PTERÍGIO (POR CAMPO)                                                                                                                                                                                                       ,3,I,0006,9999,0000,0228,1571000000,0000000000,2300000000,00,0006  ,    ,999920,1806
0304010049,BRAQUITERAPIA                                                                                                                                                                                                                                             ,3,I,0001,0003,0700,0228,1571000017,3273000000,0000000002,67,2706  ,    ,999920,1806
0304010057,BRAQUITERAPIA COM FIOS DE IRIDIUM                                                                                                                                                                                                                         ,3,I,0001,0003,0700,0228,1571000022,3273000000,0000000002,67,2706  ,    ,999920,1806
